,labels,text
4319,en,"The shampoo bottle was not sealed , as a result, a lot of it was spilled out in the package. The shampoo also has a rotten smell."
4320,en,"I've been going to high intensity boot camp style classes for a year. I've been able to increase my weight, but I was having issue with my grip strength with the heavier weights. I bought these and use them every night while I'm watching tv. I'm not having the trouble gripping the heavy weights like I was before. I really like that you can adjust the resistance on these as well. I would highly recommend this product to anyone."
4321,en,Just cheap very lose material. Not the right kind to add the distressed look to.
4322,en,Purchased as a Christmas Gift and was so happy that it was well received by my spouse. he loves it and it gives him a very close shave for an electric razor. Looking forward to his nice smooth skin. Thanks
4323,en,"I have a 26' x 50' empty barn with a loft over half of it that a colony of bats (about 40 of them?) have been living in the sandwiched roof of it for several years now. The interior peak of the roof is about 25 feet high and the loft floor is about 10 feet above the main floor. So I set this product up with the recommended settings and plugged it into an extension cord and laid it flat on it's back on the loft floor in about the middle of the barn and pointed the speakers towards the peak of the roof. I could immediately hear the bats chattering so I thought this is going to work great. The next day I returned and some of the bats, maybe 10 of them, had moved to the outside of the barn under the eaves. So I stayed until dusk to see if they still flew out of the roof and on the end of the roof where the loft is they did not but on the other end where the height of the peak of the roof is 25' they did (about 10 or so I think). So I'm thinking I either need another one of these for that end of the barn despite the claim that this product covers 5,000 sf (which it does not) or this product just isn't strong enough to transmit a loud enough sound 25' away to drive the bats out. So I think this product would work in small, open attics. And I'm still going to wait and see for another week or 2 before I decide if I'm keeping it or not but I won't be buying another one for the other end of the barn. I'll just have to find something a little bit better."
4324,el,"Από το κατμαντού , τα μικρά ταξίδια στην κοιλάδα της κοιλάδας καθιστούν δυνατή για όσους έχουν περιορισμένο χρόνο να δουν τα ψηλά βουνά την ανατολή ή το ηλιοβασίλεμα ."
4325,en,I’ve been using Norelco for about 15 years and with my current Norelco for about 3. I’ve been changing my blades on the current Norelco without issue but when I changed blades on with this current purchase I noticed that these current blades pull the hair on my face really severely. The first time I used the Norelco with the current blades I had about 3 days worth of growth. It was painful and difficult to shave. I decided to use the new blades for a few more days to see if there would be improvement. The next two days were a bit less painful but still a problem. I’m going with a different shaver.
4326,el,Είσαι υπάλληλος του τι ;
4327,en,"I will probably keep this but the one I got is white wood, not gray like the picture shows."
4328,en,These are very comfy and warm they are great for the money.
4329,en,I have been using huggies since the hospital. I was an admirer of this brand. I tried other brands and i decided to use this one. How ever it made a small wound on the skin. I am not sure i keep buying those
4330,en,"Didn't need the ball, but it's kinda interesting. The gel separators are very soft and comfortable and stretch the toes without over-stretching."
4331,el,"Η απότομη στροφή οδηγεί στο παρατηρητήριο του Πανεπιστημίου του Παρισιού , στρατηγικά τοποθετημένο για να παρακολουθεί το ηφαίστειο πελί ."
4332,el,Να του ζητήσω να επιβεβαιώσει την ιστορία που έχει από τους δύο πρώτους .
4333,en,Bought this in hopes of finding a coffee that had a nice mocha flavor and in reality it tasted like burnt coffee with a hint of burnt mocha. I made it through 3 boxes doctoring it up with caramel and almond milk before I couldn’t stand the smell of it even brewing anymore and eventually brought the rest to work to get rid of... where it still sits pretty much untouched. Will not be buying again
4334,en,This product is the center of the photo. Very thin product. Hard to assemble. Directions are vague. Locks are so tight keys are not able to be used. As far as the measurements that was correct. Not satisfied.
4335,en,I picked this up for while traveling. The ability to just place my watch on it cuts out one cord and allows me to pack less and be more portable. I’m looking forward to taking this camping next year! Great product and works well.
4336,en,"This book was well worth the read. It started a bit slow for me, but once you get into it, man it takes you all over. Beautiful work."
4337,el,Αλλά ούτε ένα γραφείο στο σάλεμ .
4338,el,"Σε αυτή την οργάνωση , οι αποκλίσεις από τις πολιτικές έπρεπε να τεκμηριώνονται σε επιστολή υπογεγραμμένη από την εκτελεστική ομάδα του ομίλου που ζητούσε την απόκλιση και τον διαχειριστή της κεντρικής ομάδας πληροφοριών ."
